item_id,order_id,product_id,quantity,item_amount
18617,8164,395,1,1375.64
18618,8165,1,1,1782.15
18619,8165,395,1,1375.64
18620,8165,7,1,6643.13
18621,8166,1,1,1782.15
18622,8166,395,1,1375.64
18623,8166,4,4,135.87
18624,8166,7,1,6643.13
18625,8167,9,2,39371.17
18626,8168,478,1,4185.6
18627,8169,379,2,6284.02
18628,8170,379,2,6284.02
18629,8170,4,6,180.62
18630,8171,2,2,13787.45
18631,8171,379,2,6284.02
18632,8171,4,5,150.52
18633,8172,35,2,3239.97
18634,8172,2,2,13787.45
18635,8172,379,1,3142.01
18636,8172,4,2,60.21
18637,8173,118,1,15572.13
18638,8174,118,1,15572.13
18639,8174,151,2,3430.9
18640,8175,32,1,223.48
18641,8175,118,1,15572.13
18642,8175,151,2,3430.9
18643,8176,32,1,223.48
18644,8176,210,1,4065.33
18645,8176,118,1,15572.13
18646,8176,151,2,3430.9
18647,8177,32,1,223.48
18648,8177,2,1,8372.93
18649,8177,210,1,4065.33
18650,8177,118,1,15572.13
18651,8177,151,2,3430.9
18652,8178,437,1,7094.12
18653,8179,480,3,1463.43
18654,8180,480,1,487.81
18655,8180,313,1,11603.3
18656,8181,480,3,1463.43
18657,8181,313,1,11603.3
18658,8181,7,1,7378.23
18659,8182,4,3,102.22
18660,8183,4,6,204.44
18661,8183,174,1,912.74
18662,8184,4,5,170.36
18663,8184,5,2,137.03
18664,8184,174,3,2738.22
18665,8185,247,6,607.9
18666,8186,151,1,1493.52
18667,8186,247,2,202.63
18668,8187,247,3,303.95
18669,8187,5,3,192.04
18670,8187,151,1,1493.52
18671,8188,151,2,2987.03
18672,8188,258,2,1318.93
18673,8188,5,3,192.04
18674,8188,247,3,303.95
18675,8189,187,1,3856.6
18676,8190,187,1,3856.6
18677,8190,269,2,11185.97
18678,8191,187,1,3856.6
18679,8191,84,1,964.91
18680,8191,269,2,11185.97
18681,8192,10,1,104.13
18682,8193,1,1,1759.42
18683,8194,1,1,1759.42
18684,8194,4,3,100.6
18685,8195,1,1,1759.42
18686,8195,4,6,201.2
18687,8196,6,1,20054.99
18688,8197,1,1,1896.3
18689,8197,6,1,20054.99
18690,8198,1,2,3792.6
18691,8198,6,1,20054.99
18692,8199,8,2,3631.91
18693,8199,1,2,3792.6
18694,8199,6,2,40109.97
18695,8200,2,1,8809.17
18696,8201,2,1,8809.17
18697,8201,36,2,616.3
18698,8202,9,1,20379.24
18699,8202,2,2,17618.34
18700,8202,36,3,924.46
18701,8203,200,1,7079.09
18702,8204,200,1,7079.09
18703,8204,4,3,97.36
18704,8205,4,5,192.3
18705,8206,4,2,76.92
18706,8206,5,1,77.34
18707,8207,3,2,1836.52
18708,8207,4,3,115.38
18709,8207,5,2,154.68
18710,8208,373,1,16450.68
18711,8208,3,1,918.26
18712,8208,4,6,230.76
18713,8208,5,2,154.68
18714,8209,67,1,4541.67
18715,8209,3,2,1836.52
18716,8209,5,1,77.34
18717,8209,4,3,115.38
18718,8209,373,1,16450.68
18719,8210,310,2,3078.66
18720,8211,383,1,9476.68
18721,8212,361,3,172.83
18722,8212,383,1,9476.68
18723,8213,361,6,345.66
18724,8213,163,2,1919.14
18725,8213,383,1,9476.68
18726,8214,361,3,172.83
18727,8214,163,2,1919.14
18728,8214,85,2,8824.22
18729,8214,383,1,9476.68
18730,8215,2,2,14428.57
18731,8216,2,1,7214.28
18732,8216,435,1,10606.31
18733,8217,336,1,4247.02
18734,8218,336,2,8494.05
18735,8218,224,1,7625.46
18736,8219,336,1,4247.02
18737,8219,224,2,15250.92
18738,8219,377,2,8853.8
18739,8220,4,2,66.47
18740,8221,2,1,7610.69
18741,8221,4,4,132.94
18742,8222,6,2,43305.54
18743,8223,9,1,20672.93
18744,8223,6,2,43305.54
18745,8224,9,1,20672.93
18746,8224,36,2,625.19
18747,8224,6,2,43305.54
18748,8225,152,1,294.11
18749,8225,9,1,20672.93
18750,8225,36,3,937.78
18751,8225,6,1,21652.77
18752,8226,9,1,14472.92
18753,8227,9,2,28945.85
18754,8227,334,2,368.42
18755,8228,9,1,14472.92
18756,8228,334,6,1105.26
18757,8228,1,1,1433.35
18758,8229,9,1,14472.92
18759,8229,83,1,723.11
18760,8229,334,5,921.05
18761,8229,1,2,2866.7
18762,8230,379,2,6793.86
18763,8231,379,1,3396.93
18764,8231,252,1,1712.7
18765,8232,123,2,16596.26
18766,8232,379,1,3396.93
18767,8232,252,1,1712.7
18768,8233,379,1,3396.93
18769,8233,123,2,16596.26
18770,8233,252,1,1712.7
18771,8233,391,2,29577.52
18772,8234,195,1,7653.42
18773,8235,10,2,197.34
18774,8235,195,1,7653.42
18775,8236,468,1,4189.92
18776,8237,2,2,16028.77
18777,8237,468,1,4189.92
18778,8238,8,1,1885.76
18779,8239,8,1,1885.76
18780,8239,2,1,8594.85
18781,8240,8,1,1885.76
18782,8240,2,1,8594.85
18783,8241,8,2,3771.51
18784,8241,2,1,8594.85
18785,8242,5,1,67.6
18786,8243,48,3,148.85
18787,8243,5,3,202.79
18788,8244,48,3,148.85
18789,8244,5,2,135.19
18790,8244,430,3,834.85
18791,8245,9,1,15262.33
18792,8246,3,2,1869.21
18793,8247,498,1,5496.47
18794,8247,3,2,1869.21
18795,8248,153,3,1546.61
18796,8249,153,1,515.54
18797,8249,2,1,7967.73
18798,8250,2,2,12979.82
18799,8251,9,1,15013.84
18800,8251,2,2,12979.82
18801,8252,9,1,15013.84
18802,8252,2,2,12979.82
18803,8252,386,1,2830.7
18804,8253,8,1,1514.6
18805,8254,8,1,1514.6
18806,8254,272,1,9894.23
18807,8255,8,1,1514.6
18808,8255,272,2,19788.47
18809,8255,1,1,1581.61
18810,8256,84,2,1951.86
18811,8257,84,1,975.93
18812,8257,101,1,1432.87
18813,8258,84,1,975.93
18814,8258,101,2,2865.73
18815,8258,119,2,12753.95
18816,8259,5,1,61.44
18817,8260,5,3,245.31
18818,8261,259,5,92.91
18819,8261,5,2,163.54
18820,8262,8,2,4086.25
18821,8262,259,4,74.33
18822,8262,5,2,163.54
18823,8263,5,1,74.46
18824,8264,5,2,148.93
18825,8264,78,1,13368.56
18826,8265,148,2,1660.77
18827,8265,5,1,74.46
18828,8265,78,1,13368.56
18829,8266,1,1,1824.5
18830,8267,1,1,1824.5
18831,8267,5,1,69.93
18832,8268,1,1,1824.5
18833,8268,92,5,1287.21
18834,8268,5,1,69.93
18835,8269,1,2,3649.01
18836,8269,92,2,514.88
18837,8269,5,2,139.85
18838,8269,7,2,13602.02
18839,8270,3,2,1805.39
18840,8271,3,1,902.7
18841,8271,403,1,11374.22
18842,8272,4,5,151.2
18843,8273,4,4,120.96
18844,8273,367,3,268.73
18845,8274,2,2,13850.19
18846,8274,4,2,60.48
18847,8274,367,2,179.15
18848,8275,2,2,13850.19
18849,8275,234,2,442.56
18850,8275,4,4,120.96
18851,8275,367,3,268.73
18852,8276,319,1,14616.52
18853,8277,3,2,1585.13
18854,8277,319,1,14616.52
18855,8278,2,1,7601.81
18856,8278,3,1,792.56
18857,8278,319,1,14616.52
18858,8279,202,6,610.11
18859,8279,2,1,7601.81
18860,8279,3,1,792.56
18861,8279,319,1,14616.52
18862,8280,2,1,7601.81
18863,8280,3,2,1585.13
18864,8280,260,3,415.65
18865,8280,202,6,610.11
18866,8280,319,1,14616.52
18867,8281,5,3,168.31
18868,8282,5,1,56.1
18869,8282,6,2,30962.82
18870,8283,38,2,1633.63
18871,8284,370,1,12711.48
18872,8284,38,2,1633.63
18873,8285,370,2,25422.95
18874,8285,69,2,2815.9
18875,8285,38,3,2450.45
18876,8286,2,1,6619.63
18877,8287,341,1,498.02
18878,8288,131,1,563.07
18879,8288,341,1,498.02
18880,8289,374,1,1079.11
18881,8290,2,1,8111.62
18882,8291,2,2,16223.24
18883,8291,6,1,19654.96
18884,8292,2,2,16223.24
18885,8292,6,1,19654.96
18886,8292,7,2,13855.31
18887,8293,199,2,12279.77
18888,8294,7,2,14970.75
18889,8294,199,2,12279.77
18890,8295,167,1,2272.68
18891,8295,199,2,12279.77
18892,8295,7,1,7485.37
18893,8296,376,1,6853.46
18894,8297,376,1,6853.46
18895,8297,1,2,3971.25
18896,8298,289,2,170.45
18897,8299,5,3,169.59
18898,8300,144,1,14062.38
18899,8301,144,1,14062.38
18900,8301,5,2,143.22
18901,8302,466,6,510.98
18902,8303,236,1,5608.77
18903,8304,9,2,36504.18
18904,8304,236,2,11217.53
18905,8305,337,1,4805.34
18906,8305,9,2,36504.18
18907,8305,236,1,5608.77
18908,8306,337,2,9610.69
18909,8306,236,2,11217.53
18910,8306,9,2,36504.18
18911,8306,1,2,3615.26
18912,8307,1,2,3615.26
18913,8307,259,3,47.23
18914,8307,9,2,36504.18
18915,8307,236,1,5608.77
18916,8307,337,2,9610.69
18917,8308,281,5,1377.87
18918,8309,281,3,826.72
18919,8309,1,1,1694.87
18920,8310,281,2,551.15
18921,8310,1,1,1694.87
18922,8311,3,2,1317.25
18923,8312,162,3,693.69
18924,8313,44,4,902.05
18925,8314,241,3,371.22
18926,8314,44,6,1353.08
18927,8315,241,6,742.44
18928,8315,44,6,1353.08
18929,8315,1,1,1436.21
18930,8316,241,6,742.44
18931,8316,44,3,676.54
18932,8316,1,1,1436.21
18933,8316,255,1,10728.49
18934,8317,1,2,2872.41
18935,8317,9,1,14501.75
18936,8317,44,6,1353.08
18937,8317,241,5,618.7
18938,8317,255,1,10728.49
18939,8318,4,5,171.68
18940,8319,4,2,68.67
18941,8319,5,3,207.13
18942,8320,4,4,137.34
18943,8320,5,3,207.13
18944,8320,71,2,35311.04
18945,8321,27,1,895.49
18946,8321,4,3,103.01
18947,8321,5,3,207.13
18948,8321,71,2,35311.04
18949,8322,7,1,6700.58
18950,8323,2,2,15691.49
18951,8323,7,2,13401.17
18952,8324,2,1,7845.75
18953,8324,4,2,68.52
18954,8324,7,1,6700.58
18955,8325,341,2,1068.92
18956,8326,468,1,3552.64
18957,8326,341,3,1603.38
18958,8327,312,1,1384.08
18959,8327,468,1,3552.64
18960,8327,341,2,1068.92
18961,8328,312,1,1384.08
18962,8328,3,2,1416.98
18963,8328,468,1,3552.64
18964,8328,341,3,1603.38
18965,8329,3,1,708.49
18966,8329,80,1,10464.66
18967,8329,468,1,3552.64
18968,8329,341,2,1068.92
18969,8329,312,1,1384.08
18970,8330,206,1,12187.03
18971,8331,4,2,78.68
18972,8331,206,1,12187.03
18973,8332,4,4,157.36
18974,8332,206,1,12187.03
18975,8333,3,1,939.25
18976,8333,4,3,118.02
18977,8333,206,1,12187.03
18978,8334,3,1,939.25
18979,8334,4,6,236.04
18980,8334,206,1,12187.03
18981,8335,195,1,6792.38
18982,8336,195,2,13584.76
18983,8336,404,3,2038.96
18984,8337,99,5,1384.56
18985,8337,195,2,13584.76
18986,8337,404,2,1359.31
18987,8338,99,3,830.74
18988,8338,404,2,1359.31
18989,8338,195,2,13584.76
18990,8338,399,1,13001.57
18991,8339,2,1,7481.9
18992,8339,99,2,553.82
18993,8339,195,2,13584.76
18994,8339,399,1,13001.57
18995,8339,404,3,2038.96
18996,8340,8,2,3645.43
18997,8341,8,2,3645.43
18998,8341,6,2,40259.32
18999,8342,4,4,150.85
19000,8343,1,1,1978.67
19001,8343,4,2,75.43
19002,8344,1,1,1978.67
19003,8344,4,2,75.43
19004,8344,285,1,4114.83
19005,8345,1,1,1978.67
19006,8345,115,2,910.3
19007,8345,4,3,113.14
19008,8345,285,1,4114.83
19009,8346,35,1,2099.56
19010,8347,6,2,30343.84
19011,8348,9,1,14485.35
19012,8348,6,2,30343.84
19013,8349,426,1,5104.35
19014,8350,9,2,37557.38
19015,8351,236,2,9079.71
19016,8352,9,1,20856.15
19017,8353,9,2,41712.3
19018,8353,500,1,4378.23
19019,8354,9,2,41712.3
19020,8354,500,1,4378.23
19021,8354,4,3,118.11
19022,8355,456,2,5388.41
19023,8355,9,1,20856.15
19024,8355,500,1,4378.23
19025,8355,4,5,196.84
19026,8356,332,2,15576.18
19027,8357,3,1,920.91
19028,8357,332,2,15576.18
19029,8358,3,1,920.91
19030,8358,332,1,7788.09
19031,8358,367,4,457.01
19032,8359,222,1,12656.0
19033,8360,3,2,1884.52
19034,8360,222,1,12656.0
19035,8361,10,2,174.11
19036,8362,10,3,261.16
19037,8362,364,2,6540.3
19038,8363,10,1,87.05
19039,8363,139,2,1263.9
19040,8363,364,1,3270.15
19041,8364,49,1,1635.98
19042,8364,10,1,87.05
19043,8364,139,2,1263.9
19044,8364,364,1,3270.15
19045,8365,345,2,20922.68
19046,8366,345,2,20922.68
19047,8366,289,2,194.99
19048,8367,345,2,20922.68
19049,8367,9,2,34457.56
19050,8367,289,3,292.49
19051,8368,345,1,10461.34
19052,8368,292,2,18257.72
19053,8368,9,2,34457.56
19054,8368,289,2,194.99
19055,8369,289,2,194.99
19056,8369,291,3,1225.1
19057,8369,292,2,18257.72
19058,8369,9,2,34457.56
19059,8369,345,2,20922.68
19060,8370,1,2,2938.53
19061,8371,1,1,1469.27
19062,8371,413,2,7088.99
19063,8372,1,1,1469.27
19064,8372,10,1,75.06
19065,8372,413,2,7088.99
19066,8373,8,1,1979.3
19067,8374,8,2,3958.59
19068,8374,1,1,2066.87
19069,8375,8,2,3958.59
19070,8375,1,2,4133.74
19071,8376,6,2,41799.11
19072,8377,2,2,17250.54
19073,8377,6,1,20899.56
19074,8378,2,1,9326.67
19075,8379,2,1,9326.67
19076,8379,158,5,1121.19
19077,8380,2,2,18653.34
19078,8380,437,1,9812.74
19079,8380,158,2,448.47
19080,8381,1,1,1658.64
19081,8382,1,2,3317.28
19082,8382,343,1,7589.35
19083,8383,1,2,3317.28
19084,8383,17,2,108.78
19085,8383,343,1,7589.35
19086,8384,408,2,5366.4
19087,8384,1,1,1658.64
19088,8384,17,3,163.18
19089,8384,343,2,15178.69
19090,8385,3,1,745.51
19091,8386,64,1,1836.16
19092,8386,3,2,1491.02
19093,8387,64,1,1836.16
19094,8387,3,2,1491.02
19095,8387,176,1,3811.87
19096,8388,44,5,1320.15
19097,8389,10,3,302.77
19098,8390,10,3,302.77
19099,8391,126,2,4692.12
19100,8392,434,1,2179.66
19101,8392,126,1,2346.06
19102,8393,434,1,2179.66
19103,8393,3,2,1407.5
19104,8393,126,2,4692.12
19105,8394,192,3,886.23
19106,8394,434,1,2179.66
19107,8394,3,1,703.75
19108,8394,126,1,2346.06
19109,8395,192,2,590.82
19110,8395,3,1,703.75
19111,8395,6,1,16355.64
19112,8395,434,2,4359.32
19113,8395,126,1,2346.06
19114,8396,286,1,8912.26
19115,8397,13,1,5021.59
19116,8397,286,1,8912.26
19117,8398,13,1,5021.59
19118,8398,286,1,8912.26
19119,8398,7,1,6582.21
19120,8399,15,2,1154.32
19121,8399,13,1,5021.59
19122,8399,286,1,8912.26
19123,8399,7,2,13164.42
19124,8400,4,3,117.81
19125,8401,4,3,117.81
19126,8401,309,2,16417.3
19127,8402,8,1,1915.42
19128,8403,8,2,3830.85
19129,8403,7,1,7455.83
19130,8404,8,2,3830.85
19131,8404,151,1,1788.62
19132,8404,7,1,7455.83
19133,8405,8,2,3830.85
19134,8405,7,1,7455.83
19135,8405,5,3,229.98
19136,8405,151,2,3577.24
19137,8406,5,2,153.32
19138,8406,7,2,14911.67
19139,8406,8,2,3830.85
19140,8406,151,2,3577.24
19141,8406,477,1,6938.62
19142,8407,3,2,1911.78
19143,8408,3,2,1911.78
19144,8408,6,1,22215.47
19145,8409,9,2,42420.33
19146,8409,3,1,955.89
19147,8409,6,1,22215.47
19148,8410,9,2,42420.33
19149,8410,3,1,955.89
19150,8410,6,2,44430.94
19151,8410,7,1,7830.14
19152,8411,3,2,1911.78
19153,8411,6,1,22215.47
19154,8411,7,2,15660.28
19155,8411,9,2,42420.33
19156,8411,16,2,595.69
19157,8412,394,4,403.66
19158,8413,424,1,404.49
19159,8413,394,5,504.58
19160,8414,424,1,404.49
19161,8414,394,2,201.83
19162,8414,5,2,135.11
19163,8415,50,1,5935.0
19164,8416,3,1,846.55
19165,8417,3,1,846.55
19166,8417,55,2,1886.45
19167,8418,9,2,37765.95
19168,8419,9,2,37765.95
19169,8419,2,1,8162.39
19170,8420,9,2,37765.95
19171,8420,2,2,16324.78
19172,8420,1,1,1870.11
19173,8421,265,2,18953.49
19174,8422,265,2,18953.49
19175,8422,7,1,6962.89
19176,8423,265,1,9476.75
19177,8423,220,2,514.86
19178,8423,7,1,6962.89
19179,8424,265,1,9476.75
19180,8424,220,1,257.43
19181,8424,1,2,3735.86
19182,8424,7,2,13925.78
19183,8425,10,1,80.92
19184,8426,10,1,80.92
19185,8427,10,1,80.92
19186,8427,341,3,1631.28
19187,8428,9,1,19990.89
19188,8429,9,2,39981.78
19189,8429,50,1,6001.9
19190,8430,9,2,39981.78
19191,8430,50,1,6001.9
19192,8430,53,1,11818.72
19193,8431,9,2,39981.78
19194,8431,50,1,6001.9
19195,8431,3,2,1801.88
19196,8431,53,2,23637.44
19197,8432,3,2,1801.88
19198,8432,9,2,39981.78
19199,8432,50,1,6001.9
19200,8432,53,1,11818.72
19201,8432,121,3,890.21
19202,8433,24,1,11334.33
19203,8434,24,2,22668.67
19204,8434,5,2,156.63
19205,8435,24,1,11334.33
19206,8435,5,3,234.95
19207,8435,47,1,6526.29
19208,8436,24,2,22668.67
19209,8436,5,1,78.32
19210,8436,47,1,6526.29
19211,8437,365,1,12380.96
19212,8438,10,3,288.47
19213,8438,365,1,12380.96
19214,8439,10,2,192.31
19215,8439,2,1,8215.45
19216,8439,365,1,12380.96
19217,8440,3,2,1765.26
19218,8441,402,1,1414.85
19219,8442,402,1,1414.85
19220,8442,262,1,6131.06
19221,8443,1,2,3611.54
19222,8443,402,1,1414.85
19223,8443,262,2,12262.13
19224,8444,1,2,3611.54
19225,8444,402,2,2829.7
19226,8444,262,1,6131.06
19227,8444,7,2,13462.36
19228,8445,1,2,3611.54
19229,8445,5,2,138.42
19230,8445,262,1,6131.06
19231,8445,7,2,13462.36
19232,8445,402,1,1414.85
19233,8446,5,2,136.53
19234,8447,329,1,16278.4
19235,8447,5,1,68.27
19236,8448,329,2,32556.8
19237,8448,5,2,136.53
19238,8448,479,2,344.19
19239,8449,373,1,14681.96
19240,8450,387,1,4853.71
19241,8450,373,1,14681.96
19242,8451,475,1,9118.0
19243,8452,9,1,20442.04
19244,8452,475,1,9118.0
19245,8453,10,1,106.98
19246,8454,10,3,320.94
19247,8454,339,2,36289.5
19248,8455,10,2,213.96
19249,8455,339,2,36289.5
19250,8455,6,1,22147.06
19251,8456,325,1,3120.39
19252,8457,325,1,3120.39
19253,8457,294,1,8524.33
19254,8458,252,2,4247.47
19255,8459,252,1,2123.73
19256,8459,326,3,1734.34
19257,8460,1,2,4234.78
19258,8460,252,2,4247.47
19259,8460,326,1,578.11
19260,8461,8,1,2027.67
19261,8461,1,2,4234.78
19262,8461,252,1,2123.73
19263,8461,326,3,1734.34
19264,8462,8,2,4055.35
19265,8462,1,2,4234.78
19266,8462,252,2,4247.47
19267,8462,326,2,1156.22
19268,8463,230,1,72.11
19269,8464,1,2,3832.31
19270,8465,1,1,1916.15
19271,8465,482,1,537.76
19272,8466,1,2,3832.31
19273,8466,482,2,1075.53
19274,8467,500,1,3044.04
19275,8468,337,2,7635.32
19276,8468,500,1,3044.04
19277,8469,337,2,7635.32
19278,8469,500,1,3044.04
19279,8469,257,1,8976.11
19280,8470,337,1,3817.66
19281,8470,500,1,3044.04
19282,8470,493,2,2499.39
19283,8470,257,1,8976.11
19284,8471,143,1,8038.31
19285,8472,234,1,282.85
19286,8472,143,2,16076.61
19287,8473,414,3,1176.27
19288,8474,3,1,668.1
19289,8474,414,3,1176.27
19290,8475,3,1,668.1
19291,8475,4,6,167.9
19292,8475,414,3,1176.27
19293,8476,3,1,668.1
19294,8476,4,6,167.9
19295,8476,414,2,784.18
19296,8476,6,1,15527.15
19297,8477,3,2,1336.21
19298,8477,4,5,139.91
19299,8477,6,1,15527.15
19300,8477,367,6,497.33
19301,8477,414,1,392.09
19302,8478,4,5,176.69
19303,8479,4,3,106.02
19304,8479,86,2,18751.48
19305,8480,7,1,6926.73
19306,8481,185,1,958.25
19307,8481,7,1,6926.73
19308,8482,4,4,125.96
19309,8483,4,3,94.47
19310,8483,7,2,12317.03
19311,8484,98,1,12131.56
19312,8484,4,2,62.98
19313,8484,7,1,6158.51
19314,8485,240,2,14548.54
19315,8485,98,1,12131.56
19316,8485,4,5,157.45
19317,8485,7,1,6158.51
19318,8486,8,1,1633.84
19319,8487,263,1,12570.41
19320,8488,7,1,6829.15
19321,8488,263,1,12570.41
19322,8489,263,1,12570.41
19323,8489,5,2,140.43
19324,8489,7,1,6829.15
19325,8490,4,2,69.84
19326,8490,7,1,6829.15
19327,8490,5,1,70.22
19328,8490,263,1,12570.41
19329,8491,1,2,3970.97
19330,8492,94,1,5545.22
19331,8493,419,2,459.86
19332,8493,94,1,5545.22
19333,8494,4,3,114.99
19334,8495,1,2,4022.1
19335,8495,4,2,76.66
19336,8496,1,1,2011.05
19337,8496,4,2,76.66
19338,8496,5,2,154.15
19339,8497,3,1,838.07
19340,8498,1,2,3683.34
19341,8498,3,1,838.07
19342,8499,4,2,67.8
19343,8500,4,6,203.4
19344,8500,463,1,651.42
19345,8501,4,4,135.6
19346,8501,269,1,5854.71
19347,8501,463,2,1302.84
19348,8502,162,6,1409.58
19349,8502,4,4,135.6
19350,8502,269,1,5854.71
19351,8502,463,1,651.42
19352,8503,162,6,1409.58
19353,8503,258,1,702.29
19354,8503,4,2,67.8
19355,8503,269,2,11709.43
19356,8503,463,2,1302.84
19357,8504,463,3,1935.25
19358,8505,358,2,31031.13
19359,8505,463,1,645.08
19360,8506,156,1,2448.14
19361,8506,358,2,31031.13
19362,8506,463,2,1290.17
19363,8507,12,1,833.48
19364,8508,6,1,19359.69
19365,8509,3,2,1666.02
19366,8509,6,1,19359.69
19367,8510,8,1,1753.0
19368,8510,3,1,833.01
19369,8510,6,1,19359.69
19370,8511,8,1,1753.0
19371,8511,3,2,1666.02
19372,8511,5,1,70.16
19373,8511,6,1,19359.69
19374,8512,3,1,833.01
19375,8512,5,2,140.32
19376,8512,6,1,19359.69
19377,8512,389,2,39507.31
19378,8512,8,1,1753.0
19379,8513,461,2,1775.51
19380,8514,43,6,1142.35
19381,8514,461,1,887.75
19382,8515,273,6,1573.9
19383,8515,43,5,951.96
19384,8515,461,2,1775.51
19385,8516,273,4,1049.27
19386,8516,187,1,4813.89
19387,8516,43,3,571.17
19388,8516,461,2,1775.51
19389,8517,6,2,39142.44
19390,8518,6,2,39142.44
19391,8519,6,1,19571.22
19392,8520,1,2,4102.8
19393,8521,1,1,2051.4
19394,8521,287,5,1006.37
19395,8522,1,2,4102.8
19396,8522,287,4,805.1
19397,8523,352,1,16040.99
19398,8524,352,2,32081.97
19399,8524,3,2,1754.87
19400,8525,352,2,32081.97
19401,8525,2,1,8415.87
19402,8525,3,1,877.44
19403,8526,2,2,14334.37
19404,8527,426,1,4711.37
19405,8527,2,1,7167.19
19406,8528,465,3,719.14
19407,8528,426,1,4711.37
19408,8528,2,2,14334.37
19409,8529,282,2,3401.64
19410,8529,465,2,479.43
19411,8529,426,1,4711.37
19412,8529,2,1,7167.19
19413,8530,1,2,3284.19
19414,8530,2,1,7167.19
19415,8530,426,1,4711.37
19416,8530,465,1,239.71
19417,8530,282,1,1700.82
19418,8531,391,1,17044.76
19419,8532,260,4,601.64
19420,8533,260,6,902.47
19421,8533,4,6,216.23
19422,8534,3,2,1828.66
19423,8535,120,2,474.18
19424,8535,3,2,1828.66
19425,8536,74,5,733.82
19426,8537,74,6,880.58
19427,8537,10,2,173.16
19428,8538,74,6,880.58
19429,8538,10,2,173.16
19430,8538,4,5,161.52
19431,8539,4,5,166.96
19432,8540,1,2,3504.01
19433,8540,4,5,166.96
19434,8541,9,2,30087.21
19435,8542,7,1,6105.59
19436,8543,1,2,3275.89
19437,8543,7,2,12211.18
19438,8544,1,2,3275.89
19439,8544,330,2,1118.87
19440,8544,7,1,6105.59
19441,8545,1,1,1637.94
19442,8545,330,1,559.43
19443,8545,7,1,6105.59
19444,8546,1,1,1637.94
19445,8546,330,1,559.43
19446,8546,10,1,83.68
19447,8546,7,1,6105.59
19448,8547,421,1,13135.91
19449,8548,421,1,13135.91
19450,8548,214,2,31.76
19451,8549,3,1,855.58
19452,8549,421,1,13135.91
19453,8549,214,2,31.76
19454,8550,3,2,1711.16
19455,8550,421,1,13135.91
19456,8550,214,3,47.64
19457,8550,287,3,553.42
19458,8551,3,1,855.58
19459,8551,421,1,13135.91
19460,8551,6,2,39768.4
19461,8551,214,5,79.4
19462,8551,287,3,553.42
19463,8552,6,1,15862.5
19464,8553,6,2,31725.01
19465,8553,151,2,2682.49
19466,8554,367,3,254.03
19467,8554,6,2,31725.01
19468,8554,151,2,2682.49
19469,8555,381,2,10548.11
19470,8556,112,2,2306.26
19471,8556,381,1,5274.05
19472,8557,112,1,1153.13
19473,8557,459,4,202.59
19474,8557,381,1,5274.05
19475,8558,20,1,2951.06
19476,8559,9,1,16329.67
19477,8559,20,2,5902.13
19478,8560,4,6,168.33
19479,8561,41,2,18346.59
19480,8561,4,5,140.28
19481,8562,490,6,1236.08
19482,8563,345,2,21342.52
19483,8563,490,4,824.05
19484,8564,345,2,21342.52
19485,8564,490,4,824.05
19486,8564,306,3,214.31
19487,8565,345,1,10671.26
19488,8565,490,2,412.03
19489,8565,306,3,214.31
19490,8565,9,1,17574.5
19491,8566,121,3,782.6
19492,8566,9,2,35148.99
19493,8566,490,4,824.05
19494,8566,306,5,357.18
19495,8566,345,1,10671.26
19496,8567,467,2,18818.92
19497,8568,2,2,15291.98
19498,8568,467,2,18818.92
19499,8569,233,1,1250.14
19500,8569,2,2,15291.98
19501,8569,467,1,9409.46
19502,8570,233,1,1250.14
19503,8570,2,1,7645.99
19504,8570,467,2,18818.92
19505,8570,7,1,6529.98
19506,8571,242,2,1527.6
19507,8572,242,1,763.8
19508,8572,10,2,218.5
19509,8573,2,2,15403.18
19510,8574,447,1,2422.46
19511,8575,8,1,1720.78
19512,8575,447,1,2422.46
19513,8576,8,2,3441.55
19514,8576,270,1,3486.85
19515,8576,447,1,2422.46
19516,8577,8,2,3484.08
19517,8578,8,1,1742.04
19518,8578,226,1,9585.9
19519,8579,8,2,3484.08
19520,8579,169,2,1150.7
19521,8579,226,1,9585.9
19522,8580,2,1,8057.78
19523,8581,8,1,1767.92
19524,8581,2,1,8057.78
19525,8582,8,1,1767.92
19526,8582,2,1,8057.78
19527,8582,151,1,1650.88
19528,8583,8,2,3535.84
19529,8583,177,3,1560.3
19530,8583,2,1,8057.78
19531,8583,151,1,1650.88
19532,8584,4,3,109.64
19533,8585,4,3,109.64
19534,8585,6,1,20278.31
19535,8586,9,2,38721.33
19536,8586,4,6,219.27
19537,8586,6,1,20278.31
19538,8587,39,2,10183.57
19539,8588,59,2,2364.6
19540,8588,39,1,5091.78
19541,8589,2,1,8637.37
19542,8589,59,2,2364.6
19543,8589,39,1,5091.78
19544,8590,2,2,17274.73
19545,8590,59,2,2364.6
19546,8590,39,1,5091.78
19547,8591,186,1,13166.1
19548,8591,2,2,17274.73
19549,8591,59,1,1182.3
19550,8591,39,2,10183.57
19551,8592,396,2,3393.98
19552,8593,129,2,7387.89
19553,8594,129,2,7387.89
19554,8594,1,2,3091.91
19555,8595,8,2,2960.91
19556,8595,129,2,7387.89
19557,8595,1,2,3091.91
19558,8596,58,2,2315.01
19559,8597,58,1,1157.5
19560,8597,171,2,378.01
19561,8598,58,2,2315.01
19562,8598,171,1,189.01
19563,8598,247,3,372.05
19564,8599,3,2,1860.6
19565,8599,58,2,2315.01
19566,8599,171,3,567.02
